Heartrate;Speed;Cadence;Steplenght;Inclination;Timestamp
0;4.1;0.8;0.5;0.141376001923;2019-04-09 17:10:54.067000
78;6.1;0.8;0.5;0.105971669143;2019-04-09 17:10:55.753000
79;5.1;0.8;0.5;0.0887885875879;2019-04-09 17:10:56.797000
80;6.1;0.8;0.5;0.0172880781873;2019-04-09 17:10:58.826000
79;6.1;0.8;0.5;0.0556351969016;2019-04-09 17:11:00.855000
78;5.1;0.8;0.5;0.0858436887618;2019-04-09 17:11:01.877000
77;6.1;0.8;0.5;0.0955490646061;2019-04-09 17:11:02.902000
75;5.1;0.8;0.5;0.0839546708997;2019-04-09 17:11:03.937000
74;6.1;0.8;0.5;0.0484932644442;2019-04-09 17:11:05.961000
73;4.1;0.8;0.5;0.0634985857992;2019-04-09 17:11:07.985000
73;6.1;0.8;0.5;0.0971057709284;2019-04-09 17:11:09.018000
73;4.1;0.8;0.5;0.0199015428272;2019-04-09 17:11:11.059000
73;4.1;0.8;0.5;0.0596572969554;2019-04-09 17:11:12.078000
73;6.1;0.8;0.5;0.0752321507185;2019-04-09 17:11:13.095000
73;5.1;0.8;0.5;0.118675559534;2019-04-09 17:11:14.134000
75;5.1;0.8;0.5;0.0777667283933;2019-04-09 17:11:16.147000
75;6.1;0.8;0.5;0.0912066921623;2019-04-09 17:11:17.168000
76;6.1;0.8;0.5;0.0976464663413;2019-04-09 17:11:19.196000
77;6.1;0.8;0.5;0.10749331088;2019-04-09 17:11:21.211000
78;5.1;0.8;0.5;0.083835507276;2019-04-09 17:11:22.251000
79;4.1;0.8;0.5;0.0735203270406;2019-04-09 17:11:24.263000
79;6.1;0.8;0.5;0.0742680412472;2019-04-09 17:11:25.280000
78;4.1;0.8;0.5;0.0717449282779;2019-04-09 17:11:26.305000
76;4.1;0.8;0.5;0.0946708688308;2019-04-09 17:11:28.326000
76;6.1;0.8;0.5;0.0656781565974;2019-04-09 17:11:29.356000
75;5.1;0.8;0.5;0.0726840062837;2019-04-09 17:11:31.403000
75;4.1;0.8;0.5;0.0330601895552;2019-04-09 17:11:33.452000
76;6.1;0.8;0.5;0.0783890593482;2019-04-09 17:11:34.484000
76;4.1;0.8;0.5;0.0602749265086;2019-04-09 17:11:36.508000
76;4.1;0.8;0.5;0.0839915420044;2019-04-09 17:11:37.532000
76;4.1;0.8;0.5;0.0835349853957;2019-04-09 17:11:38.563000
76;6.1;0.8;0.5;0.0984930624727;2019-04-09 17:11:40.590000
75;4.1;0.8;0.5;0.0712987075887;2019-04-09 17:11:41.612000
75;6.1;0.8;0.5;0.0496165669244;2019-04-09 17:11:43.639000
74;4.1;0.8;0.5;0.0797487016411;2019-04-09 17:11:44.669000
74;6.1;0.8;0.5;0.0569382153815;2019-04-09 17:11:45.689000
75;6.1;0.8;0.5;0.124253840905;2019-04-09 17:11:47.725000
76;4.1;0.8;0.5;0.131109602061;2019-04-09 17:11:48.744000
77;4.1;0.8;0.5;0.099241653205;2019-04-09 17:11:50.777000
78;5.1;0.8;0.5;0.0811222838988;2019-04-09 17:11:52.795000
78;5.1;0.8;0.5;0.0899410627312;2019-04-09 17:11:53.841000
77;6.1;0.8;0.5;0.0833099974987;2019-04-09 17:11:55.850000
77;6.1;0.8;0.5;0.0881257069389;2019-04-09 17:11:56.881000
76;4.1;0.8;0.5;0.0910796462107;2019-04-09 17:11:58.917000
76;4.1;0.8;0.5;0.0909137014033;2019-04-09 17:12:00.936000
76;6.1;0.8;0.5;0.0935956353623;2019-04-09 17:12:01.974000
76;4.1;0.8;0.5;0.112525957993;2019-04-09 17:12:04.019000
76;4.1;0.8;0.5;0.0993380219125;2019-04-09 17:12:06.036000
75;6.1;0.8;0.5;0.0563310230501;2019-04-09 17:12:07.059000
73;5.1;0.8;0.5;0.0702968260239;2019-04-09 17:12:09.090000
73;5.1;0.8;0.5;0.0719633064637;2019-04-09 17:12:10.112000
72;5.1;0.8;0.5;0.0845704109427;2019-04-09 17:12:11.138000
72;6.1;0.8;0.5;0.0984955561374;2019-04-09 17:12:13.155000
73;4.1;0.8;0.5;0.0855151643462;2019-04-09 17:12:14.176000
74;5.1;0.8;0.5;0.0476527093057;2019-04-09 17:12:15.190000
75;4.1;0.8;0.5;0.0693960575733;2019-04-09 17:12:16.221000
75;4.1;0.8;0.5;0.0825720716192;2019-04-09 17:12:17.241000
75;5.1;0.8;0.5;0.0978967959268;2019-04-09 17:12:18.272000
75;4.1;0.8;0.5;0.029601433161;2019-04-09 17:12:20.287000
74;4.1;0.8;0.5;-0.0111127270844;2019-04-09 17:12:21.303000
73;6.1;0.8;0.5;0.0584198606788;2019-04-09 17:12:22.322000
72;6.1;0.8;0.5;0.0701310221689;2019-04-09 17:12:23.342000
71;4.1;0.8;0.5;0.0356460919025;2019-04-09 17:12:24.360000
71;5.1;0.8;0.5;0.0520922426176;2019-04-09 17:12:25.382000
72;4.1;0.8;0.5;0.0448561921284;2019-04-09 17:12:26.414000
73;6.1;0.8;0.5;0.0680388921182;2019-04-09 17:12:28.456000
74;4.1;0.8;0.5;0.120200493567;2019-04-09 17:12:29.473000
75;4.1;0.8;0.5;0.0674966418962;2019-04-09 17:12:30.489000
75;5.1;0.8;0.5;0.0727099310067;2019-04-09 17:12:31.517000
75;6.1;0.8;0.5;0.0953890699725;2019-04-09 17:12:33.540000
74;5.1;0.8;0.5;0.105301081977;2019-04-09 17:12:35.576000
74;6.1;0.8;0.5;0.0899581848573;2019-04-09 17:12:36.595000
74;6.1;0.8;0.5;0.101460769737;2019-04-09 17:12:37.637000
73;5.1;0.8;0.5;0.0830217439239;2019-04-09 17:12:39.671000
