Heartrate;Speed;Cadence;Steplenght;Inclination;Timestamp
119;0.87945248;1.135;0.774848;-4.51457315227;2019-12-27 12:01:12.315000
120;0.9100568;1.13;0.80536;-4.47803972515;2019-12-27 12:01:14.354000
119;0.91708;1.135;0.808;-4.58350225588;2019-12-27 12:01:18.217000
119;0.89784576;1.14;0.787584;-4.45544866845;2019-12-27 12:01:19.239000
119;0.87876032;1.13;0.777664;-4.47940493629;2019-12-27 12:01:20.505000
119;0.8658512;1.13;0.76624;-4.54255599623;2019-12-27 12:01:22.541000
119;0.84772696;1.135;0.746896;-4.5169100121;2019-12-27 12:01:24.568000
119;0.8100976;1.105;0.73312;-4.40118570795;2019-12-27 12:01:26.588000
119;0.8690704;1.1;0.790064;-4.52740009996;2019-12-27 12:01:29.611000
119;0.91431784;1.115;0.820016;-4.52729718315;2019-12-27 12:01:31.632000
119;0.91724576;1.145;0.801088;-4.50363014114;2019-12-27 12:01:33.652000
118;0.91427792;1.145;0.798496;-4.53497868942;2019-12-27 12:01:35.711000
119;0.88757;1.135;0.782;-4.41562475935;2019-12-27 12:01:38.734000
119;0.88792496;1.105;0.803552;-4.48984562455;2019-12-27 12:01:40.754000
119;0.89575552;1.13;0.792704;-4.43414086271;2019-12-27 12:01:42.775000
120;0.86220056;1.105;0.780272;-4.49480637706;2019-12-27 12:01:45.797000
120;0.90449904;1.11;0.814864;-4.6481882592;2019-12-27 12:01:47.847000
121;0.89560368;1.115;0.803232;-4.6056950673;2019-12-27 12:01:50.878000
121;0.904878;1.125;0.804336;-4.37818551517;2019-12-27 12:01:53.901000
121;0.91920432;1.11;0.828112;-4.42666645093;2019-12-27 12:01:55.959000
121;0.89590016;1.13;0.792832;-4.46608602012;2019-12-27 12:01:57.995000
121;0.88593984;1.11;0.798144;-4.5165773547;2019-12-27 12:02:00.038000
121;0.88557648;1.13;0.783696;-4.5014935885;2019-12-27 12:02:02.075000
121;0.86201888;1.135;0.759488;-4.36778701212;2019-12-27 12:02:04.095000
122;0.86557824;1.135;0.762624;-4.50649282437;2019-12-27 12:02:06.116000
121;0.85896512;1.105;0.777344;-4.70984732319;2019-12-27 12:02:08.136000
122;0.8622064;1.1;0.783824;-4.56501768103;2019-12-27 12:02:10.195000
123;0.89924352;1.12;0.802896;-4.47019049218;2019-12-27 12:02:12.231000
122;0.9221004;1.105;0.83448;-4.70799964497;2019-12-27 12:02:14.274000
122;0.91954496;1.115;0.824704;-4.4438480074;2019-12-27 12:02:16.310000
121;0.90938784;1.13;0.804768;-4.55552306202;2019-12-27 12:02:18.330000
120;0.915012;1.125;0.813344;-4.54157630263;2019-12-27 12:02:20.366000
121;0.93089976;1.135;0.820176;-4.49206815414;2019-12-27 12:02:22.409000
120;0.94347;1.125;0.83864;-4.49742785801;2019-12-27 12:02:23.427000
121;0.9031876;1.135;0.79576;-4.48549071887;2019-12-27 12:02:25.464000
120;0.92808496;1.135;0.817696;-4.4899221888;2019-12-27 12:02:27.507000
121;0.9253152;1.14;0.81168;-4.37242931156;2019-12-27 12:02:29.543000
121;0.92808768;1.14;0.814112;-4.55215482593;2019-12-27 12:02:31.563000
121;0.8693256;1.105;0.78672;-4.52896588316;2019-12-27 12:02:33.584000
121;0.878152;1.1;0.79832;-4.41148262597;2019-12-27 12:02:35.604000
120;0.8801584;1.1;0.800144;-4.53553400144;2019-12-27 12:02:37.663000
120;0.906768;1.125;0.806016;-4.65010273407;2019-12-27 12:02:40.686000
119;0.87471;1.125;0.77752;-4.53492093762;2019-12-27 12:02:42.707000
119;0.8616608;1.1;0.783328;-4.55589678841;2019-12-27 12:02:44.728000
119;0.88664384;1.135;0.781184;-4.51743105403;2019-12-27 12:02:47.750000
119;0.89635008;1.14;0.786272;-4.66729640935;2019-12-27 12:02:49.793000
119;0.92522752;1.12;0.826096;-4.58340168474;2019-12-27 12:02:51.814000
119;0.91703808;1.12;0.818784;-4.52212226049;2019-12-27 12:02:53.834000
118;0.88033096;1.145;0.768848;-4.58787443703;2019-12-27 12:02:56.858000
118;0.837142;1.115;0.7508;-4.43486530655;2019-12-27 12:02:58.916000
118;0.86812984;1.145;0.758192;-4.65560504729;2019-12-27 12:03:01.939000
118;0.90389584;1.135;0.796384;-4.47368208914;2019-12-27 12:03:03.960000
118;0.90180744;1.135;0.794544;-4.43330259024;2019-12-27 12:03:05.980000
119;0.92059832;1.145;0.804016;-4.50058576606;2019-12-27 12:03:08.038000
119;0.90449408;1.12;0.807584;-4.51345091057;2019-12-27 12:03:11.061000
120;0.87913776;1.11;0.792016;-4.48233490497;2019-12-27 12:03:13.082000
121;0.890352;1.125;0.791424;-4.59146877593;2019-12-27 12:03:15.103000
122;0.8836464;1.105;0.79968;-4.47463751424;2019-12-27 12:03:17.161000
123;0.88843768;1.105;0.804016;-4.45744885273;2019-12-27 12:03:20.184000
124;0.91169184;1.11;0.821344;-4.5179092624;2019-12-27 12:03:22.205000
124;0.871024;1.1;0.79184;-4.51644616449;2019-12-27 12:03:24.225000
125;0.89196432;1.115;0.799968;-4.56690022144;2019-12-27 12:03:27.248000
126;0.91252656;1.11;0.822096;-4.50481370604;2019-12-27 12:03:29.291000
126;0.94725392;1.145;0.827296;-4.68701461821;2019-12-27 12:03:32.314000
125;0.89844288;1.11;0.809408;-4.42286896036;2019-12-27 12:03:34.335000
124;0.901404;1.125;0.801248;-4.3468251327;2019-12-27 12:03:36.355000
124;0.886428;1.125;0.787936;-4.50278634604;2019-12-27 12:03:38.414000
124;0.9064704;1.1;0.824064;-4.49948465229;2019-12-27 12:03:41.437000
125;0.8877616;1.1;0.807056;-4.54906502307;2019-12-27 12:03:43.457000
125;0.90284672;1.115;0.809728;-4.53032219632;2019-12-27 12:03:45.478000
124;0.89662056;1.115;0.804144;-4.26510696867;2019-12-27 12:03:48.501000
122;0.9375872;1.1;0.852352;-4.41918072723;2019-12-27 12:03:50.544000
122;0.94551856;1.135;0.833056;-4.4418927613;2019-12-27 12:03:52.564000
122;0.9101664;1.105;0.82368;-4.58823446767;2019-12-27 12:03:54.585000
122;0.924768;1.125;0.822016;-4.45979983522;2019-12-27 12:03:57.609000
121;0.916776;1.125;0.814912;-4.58910476529;2019-12-27 12:03:59.667000
121;0.9333632;1.12;0.83336;-4.55012835748;2019-12-27 12:04:01.688000
121;0.941508;1.125;0.836896;-4.60865698312;2019-12-27 12:04:03.709000
121;0.8886416;1.1;0.807856;-4.53138020616;2019-12-27 12:04:06.732000
121;0.93272608;1.105;0.844096;-4.39748203828;2019-12-27 12:04:08.790000
120;0.90925872;1.11;0.819152;-4.48592542017;2019-12-27 12:04:11.813000
120;0.92629264;1.13;0.819728;-4.55679491416;2019-12-27 12:04:13.834000
119;0.918954;1.125;0.816848;-4.56657518357;2019-12-27 12:04:15.855000
119;0.90875504;1.13;0.804208;-4.46838982041;2019-12-27 12:04:17.913000
119;0.8938352;1.135;0.78752;-4.47728636159;2019-12-27 12:04:20.936000
119;0.91179544;1.135;0.803344;-4.55946709394;2019-12-27 12:04:22.957000
120;0.86451664;1.105;0.782368;-4.4311779158;2019-12-27 12:04:24.978000
120;0.88048168;1.105;0.796816;-4.61010600983;2019-12-27 12:04:27.036000
120;0.90092928;1.11;0.811648;-4.60288113476;2019-12-27 12:04:30.059000
119;0.864912;1.11;0.7792;-4.52021944842;2019-12-27 12:04:33.082000
119;0.89344992;1.14;0.783728;-4.63273596257;2019-12-27 12:04:35.103000
119;0.8962224;1.14;0.78616;-4.50650520152;2019-12-27 12:04:37.132000
119;0.899668;1.15;0.78232;-4.44333604491;2019-12-27 12:04:39.184000
120;0.8426648;1.15;0.732752;-4.43550436584;2019-12-27 12:04:41.204000
120;0.821744;1.15;0.71456;-4.38680751321;2019-12-27 12:04:43.225000
120;0.8730064;1.15;0.759136;-4.5358536964;2019-12-27 12:04:45.283000
121;0.830592;1.12;0.7416;-4.54716665895;2019-12-27 12:04:48.306000
121;0.856854;1.125;0.761648;-4.43627172235;2019-12-27 12:04:51.330000
