Heartrate;Speed;Cadence;Steplenght;Inclination;Timestamp
75;6.1;0.8;0.5;1.5;2018-08-17 11:32:38.560877
96;5.1;0.8;0.5;1.5;2018-08-17 11:32:39.562242
72;5.1;0.8;0.5;3.5;2018-08-17 11:32:40.563552
