Heartrate;Speed;Cadence;Steplenght;Inclination;Timestamp
90;5.1;0.8;0.5;1.5;2018-08-27 13:53:01.899645
97;4.1;0.8;0.5;2.5;2018-08-27 13:53:02.901316
