Heartrate;Speed;Cadence;Steplenght;Inclination;Timestamp
0;6.1;0.8;0.5;-0.430399196078;2019-05-06 16:14:52.297000
81;4.1;0.8;0.5;-0.428280595906;2019-05-06 16:14:54.031000
81;4.1;0.8;0.5;-0.386472771744;2019-05-06 16:14:56.036000
82;4.1;0.8;0.5;-0.427292676691;2019-05-06 16:14:58.041000
84;5.1;0.8;0.5;-0.641305636735;2019-05-06 16:15:00.047000
