Heartrate;Speed;Cadence;Steplenght;Inclination;Timestamp
97;0.5156968;1.15;0.448432;4.25248658122;2019-12-17 07:52:06.948000
97;0.51011808;1.14;0.447472;4.32691014459;2019-12-17 07:52:09.010000
98;0.49552608;1.14;0.434672;4.3077429755;2019-12-17 07:52:12.991000
98;0.5303376;1.17;0.45328;4.43874834867;2019-12-17 07:52:14.912000
98;0.55349616;1.165;0.475104;4.44687093271;2019-12-17 07:52:18.152000
98;0.53477912;1.145;0.467056;4.24901132976;2019-12-17 07:52:21.159000
