Heartrate;Speed;Cadence;Steplenght;Inclination;Timestamp
123;0.86690632;1.085;0.798992;-3.67552642079;2019-12-03 08:49:35.252000
124;0.8888832;1.08;0.82304;-3.71533525077;2019-12-03 08:49:37.299000
124;0.84425376;1.095;0.771008;-3.68257305565;2019-12-03 08:49:41.193000
124;0.85116096;1.08;0.788112;-3.8751938185;2019-12-03 08:49:42.376000
125;0.8522272;1.1;0.774752;-3.7665267835;2019-12-03 08:49:44.397000
126;0.83932128;1.085;0.773568;-3.84107456642;2019-12-03 08:49:46.455000
126;0.85460808;1.095;0.780464;-3.76874440321;2019-12-03 08:49:49.478000
127;0.85892688;1.11;0.773808;-3.79071621685;2019-12-03 08:49:52.501000
128;0.8690796;1.095;0.79368;-3.83051677747;2019-12-03 08:49:54.522000
128;0.89181408;1.13;0.789216;-3.73963584705;2019-12-03 08:49:56.542000
129;0.90978048;1.12;0.812304;-3.72202939363;2019-12-03 08:49:58.585000
129;0.90293336;1.135;0.795536;-3.78932378541;2019-12-03 08:50:01.608000
130;0.9163568;1.15;0.796832;-3.89600665539;2019-12-03 08:50:04.631000
131;0.91128624;1.13;0.806448;-3.78243356395;2019-12-03 08:50:06.651000
131;0.94002216;1.155;0.813872;-3.71597197257;2019-12-03 08:50:08.678000
132;0.92363576;1.135;0.813776;-3.71164690408;2019-12-03 08:50:10.729000
133;0.9457936;1.165;0.81184;-3.81375579216;2019-12-03 08:50:13.753000
133;0.95275488;1.155;0.824896;-3.81350804364;2019-12-03 08:50:16.775000
134;0.92319552;1.17;0.789056;-3.88550727123;2019-12-03 08:50:18.833000
134;0.9549272;1.175;0.812704;-3.81031551321;2019-12-03 08:50:21.856000
135;0.9486292;1.175;0.807344;-3.72850085562;2019-12-03 08:50:23.877000
135;0.9584616;1.175;0.815712;-3.85259908727;2019-12-03 08:50:25.898000
136;0.94081104;1.17;0.804112;-3.76925071122;2019-12-03 08:50:28.927000
137;0.93961984;1.18;0.796288;-3.81137161574;2019-12-03 08:50:30.963000
