Heartrate;Speed;Cadence;Steplenght;Inclination;Timestamp
127;1.3129448;1.075;1.221344;0.305336215548;2019-12-24 08:52:56.176000
127;1.26213776;1.07;1.179568;0.110754641542;2019-12-24 08:52:58.223000
127;1.27786368;1.065;1.199872;0.200311866799;2019-12-24 08:53:00.285000
127;1.27396152;1.065;1.196208;0.213174233986;2019-12-24 08:53:03.323000
128;1.249486;1.085;1.1516;0.157057327333;2019-12-24 08:53:05.365000
129;1.2533976;1.05;1.193712;0.286266301567;2019-12-24 08:53:07.386000
129;1.2475504;1.075;1.160512;0.1515771762;2019-12-24 08:53:09.407000
