Heartrate;Speed;Cadence;Steplenght;Inclination;Timestamp
83;5.1;0.8;0.5;3.5;2018-08-17 10:30:53.694681
75;5.1;0.8;0.5;1.5;2018-08-17 10:30:54.696225
83;5.1;0.8;0.5;1.5;2018-08-17 10:30:55.697480
88;6.1;0.8;0.5;1.5;2018-08-17 10:30:56.699071
91;6.1;0.8;0.5;3.5;2018-08-17 10:30:57.700259
